collection_day,collection_month,collection_year,location_address,location_county,location_latitude,location_longitude,location_town,tick_id,tick_infection_tested,tick_infection,full_address,latitude,longitude
28,2,2018,,HILLSBOROUGH,,,AMHERST,42949,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
3,3,2018,,HILLSBOROUGH,,,AMHERST,43038,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
1,5,2018,,HILLSBOROUGH,,,AMHERST,44749,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
3,5,2018,,HILLSBOROUGH,,,AMHERST,49867,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
8,5,2018,,HILLSBOROUGH,,,AMHERST,49887,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
8,5,2018,,HILLSBOROUGH,,,AMHERST,49889,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
9,5,2018,,HILLSBOROUGH,,,AMHERST,49890,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
14,5,2018,,HILLSBOROUGH,,,AMHERST,49919,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
14,5,2018,,HILLSBOROUGH,,,AMHERST,49921,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
16,5,2018,,HILLSBOROUGH,,,AMHERST,47232,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
25,5,2018,,HILLSBOROUGH,,,AMHERST,49965,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
30,5,2018,,HILLSBOROUGH,,,AMHERST,49986,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
4,6,2018,,HILLSBOROUGH,,,AMHERST,49653,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
14,6,2018,,HILLSBOROUGH,,,AMHERST,49684,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
25,6,2018,,HILLSBOROUGH,,,AMHERST,49714,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
3,7,2018,,HILLSBOROUGH,,,AMHERST,50103,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
11,7,2018,,HILLSBOROUGH,,,AMHERST,50114,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
16,7,2018,,HILLSBOROUGH,,,AMHERST,50118,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
26,7,2018,,HILLSBOROUGH,,,AMHERST,50132,YES,NO,"nan,AMHERST,HILLSBOROUGH, USA",42.838196,-71.607201
9,7,2018,,MERRIMACK,,,ANDOVER,50112,YES,NO,"nan,ANDOVER,MERRIMACK, USA",43.467116,-71.711529
12,10,2018,,ROCKINGHAM,,,ATKINSON,49798,YES,NO,"nan,ATKINSON,ROCKINGHAM, USA",42.8384221,-71.1470037
12,10,2018,,ROCKINGHAM,,,ATKINSON,49799,YES,NO,"nan,ATKINSON,ROCKINGHAM, USA",42.8384221,-71.1470037
20,5,2018,,ROCKINGHAM,,,AUBURN,47791,YES,NO,"nan,AUBURN,ROCKINGHAM, USA",43.0045289,-71.348398
17,7,2018,,BELKNAP,,,BARNSTEAD,50121,YES,NO,"nan,BARNSTEAD,BELKNAP, USA",43.161955,-72.175894
9,11,2018,,BELKNAP,,,BARNSTEAD,49838,YES,NO,"nan,BARNSTEAD,BELKNAP, USA",43.161955,-72.175894
9,5,2018,,STRAFFORD,,,BARRINGTON,49891,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
22,5,2018,,STRAFFORD,,,BARRINGTON,48445,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
7,6,2018,,STRAFFORD,,,BARRINGTON,49667,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
8,6,2018,,STRAFFORD,,,BARRINGTON,50042,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
11,6,2018,,STRAFFORD,,,BARRINGTON,50046,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
10,11,2018,,STRAFFORD,,,BARRINGTON,49843,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
19,11,2018,,STRAFFORD,,,BARRINGTON,49850,YES,NO,"nan,BARRINGTON,STRAFFORD, USA",43.19473,-71.11632
12,5,2018,,CARROLL,,,BARTLETT,46764,YES,NO,"nan,BARTLETT,CARROLL, USA",44.1105541,-71.1818781
28,5,2018,,CARROLL,,,BARTLETT,49971,YES,NO,"nan,BARTLETT,CARROLL, USA",44.1105541,-71.1818781
8,4,2018,,HILLSBOROUGH,,,BEDFORD,43689,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
19,4,2018,,HILLSBOROUGH,,,BEDFORD,44104,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
23,4,2018,,HILLSBOROUGH,,,BEDFORD,44256,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
2,5,2018,,HILLSBOROUGH,,,BEDFORD,44913,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
2,5,2018,,HILLSBOROUGH,,,BEDFORD,49863,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
4,5,2018,,HILLSBOROUGH,,,BEDFORD,45129,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
8,5,2018,,HILLSBOROUGH,,,BEDFORD,45651,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
17,5,2018,,HILLSBOROUGH,,,BEDFORD,47334,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
19,5,2018,,HILLSBOROUGH,,,BEDFORD,47676,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
21,5,2018,,HILLSBOROUGH,,,BEDFORD,49950,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
26,5,2018,,HILLSBOROUGH,,,BEDFORD,48780,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
28,5,2018,,HILLSBOROUGH,,,BEDFORD,49973,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
8,6,2018,,HILLSBOROUGH,,,BEDFORD,50040,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
15,6,2018,,HILLSBOROUGH,,,BEDFORD,50063,YES,NO,"nan,BEDFORD,HILLSBOROUGH, USA",42.9464737,-71.5159015
8,5,2018,,BELKNAP,,,BELMONT,49885,YES,NO,"nan,BELMONT,BELKNAP, USA",43.47933,-71.4645
15,5,2018,,BELKNAP,,,BELMONT,49926,YES,NO,"nan,BELMONT,BELKNAP, USA",43.47933,-71.4645
8,8,2018,,HILLSBOROUGH,,,BENNINGTON,50143,YES,NO,"nan,BENNINGTON,HILLSBOROUGH, USA",43.0015571,-71.9234255
2,10,2018,,GRAFTON,,,BETHLEHEM,49779,YES,NO,"nan,BETHLEHEM,GRAFTON, USA",43.47933,-71.4645
12,5,2018,,MERRIMACK,,,BOW,49911,YES,NO,"nan,BOW,MERRIMACK, USA",43.133061,-71.549149
3,6,2018,,MERRIMACK,,,BOW,49649,YES,NO,"nan,BOW,MERRIMACK, USA",43.133061,-71.549149
30,5,2018,,MERRIMACK,,,BRADFORD,49987,YES,NO,"nan,BRADFORD,MERRIMACK, USA",43.2694074,-71.9588007
28,4,2018,,ROCKINGHAM,,,BRENTWOOD,44521,YES,NO,"nan,BRENTWOOD,ROCKINGHAM, USA",42.9786981,-71.0728369
18,5,2018,,ROCKINGHAM,,,BRENTWOOD,47397,YES,NO,"nan,BRENTWOOD,ROCKINGHAM, USA",42.9786981,-71.0728369
29,5,2018,,GRAFTON,,,BRISTOL,49978,YES,NO,"nan,BRISTOL,GRAFTON, USA",43.584598,-71.730247
29,5,2018,,GRAFTON,,,BRISTOL,49979,YES,NO,"nan,BRISTOL,GRAFTON, USA",43.584598,-71.730247
3,8,2018,,GRAFTON,,,BRISTOL,50140,YES,NO,"nan,BRISTOL,GRAFTON, USA",43.584598,-71.730247
26,5,2018,,HILLSBOROUGH,,,BROOKLINE,49510,YES,NO,"nan,BROOKLINE,HILLSBOROUGH, USA",42.7348102,-71.6581267
15,6,2018,,HILLSBOROUGH,,,BROOKLINE,49686,YES,NO,"nan,BROOKLINE,HILLSBOROUGH, USA",42.7348102,-71.6581267
15,6,2018,,HILLSBOROUGH,,,BROOKLINE,50066,YES,NO,"nan,BROOKLINE,HILLSBOROUGH, USA",42.7348102,-71.6581267
9,7,2018,,HILLSBOROUGH,,,BROOKLINE,50111,YES,NO,"nan,BROOKLINE,HILLSBOROUGH, USA",42.7348102,-71.6581267
8,5,2018,,GRAFTON,,,CAMPTON,45518,YES,NO,"nan,CAMPTON,GRAFTON, USA",43.847897,-71.665174
18,5,2018,,GRAFTON,,,CAMPTON,49943,YES,NO,"nan,CAMPTON,GRAFTON, USA",43.847897,-71.665174
9,6,2018,,GRAFTON,,,CAMPTON,50044,YES,NO,"nan,CAMPTON,GRAFTON, USA",43.847897,-71.665174
1,10,2018,,GRAFTON,,,CAMPTON,50149,YES,NO,"nan,CAMPTON,GRAFTON, USA",43.847897,-71.665174
1,6,2018,,GRAFTON,,,CANAAN,50001,YES,NO,"nan,CANAAN,GRAFTON, USA",43.631292,-72.039994
7,8,2018,,GRAFTON,,,CANAAN,50151,YES,NO,"nan,CANAAN,GRAFTON, USA",43.631292,-72.039994
11,5,2018,,ROCKINGHAM,,,CANDIA,49902,YES,NO,"nan,CANDIA,ROCKINGHAM, USA",43.036238,-71.292753
15,6,2018,,ROCKINGHAM,,,CANDIA,50062,YES,NO,"nan,CANDIA,ROCKINGHAM, USA",43.036238,-71.292753
29,6,2018,,ROCKINGHAM,,,CANDIA,49728,YES,NO,"nan,CANDIA,ROCKINGHAM, USA",43.036238,-71.292753
20,7,2018,,ROCKINGHAM,,,CANDIA,50124,YES,NO,"nan,CANDIA,ROCKINGHAM, USA",43.036238,-71.292753
14,4,2018,,MERRIMACK,,,CANTERBURY,43883,YES,NO,"nan,CANTERBURY,MERRIMACK, USA",43.361275,-71.578355
7,5,2018,,MERRIMACK,,,CANTERBURY,45431,YES,NO,"nan,CANTERBURY,MERRIMACK, USA",43.361275,-71.578355
13,6,2018,,MERRIMACK,,,CANTERBURY,50057,YES,NO,"nan,CANTERBURY,MERRIMACK, USA",43.361275,-71.578355
26,6,2018,,MERRIMACK,,,CANTERBURY,50089,YES,NO,"nan,CANTERBURY,MERRIMACK, USA",43.361275,-71.578355
27,6,2018,,MERRIMACK,,,CANTERBURY,50093,YES,NO,"nan,CANTERBURY,MERRIMACK, USA",43.361275,-71.578355
30,4,2018,,CARROLL,,,CENTER CONWAY,44731,YES,NO,"nan,CENTER CONWAY,CARROLL, USA",43.9947926,-71.0609026
4,6,2018,,CARROLL,,,CENTER CONWAY,50020,YES,NO,"nan,CENTER CONWAY,CARROLL, USA",43.9947926,-71.0609026
24,4,2018,,BELKNAP,,,CENTER HARBOR,44281,YES,NO,"nan,CENTER HARBOR,BELKNAP, USA",43.696972,-71.467769
8,5,2018,,BELKNAP,,,CENTER HARBOR,45691,YES,NO,"nan,CENTER HARBOR,BELKNAP, USA",43.696972,-71.467769
4,6,2018,,BELKNAP,,,CENTER HARBOR,50013,YES,NO,"nan,CENTER HARBOR,BELKNAP, USA",43.696972,-71.467769
11,8,2018,,BELKNAP,,,CENTER HARBOR,50146,YES,NO,"nan,CENTER HARBOR,BELKNAP, USA",43.696972,-71.467769
8,5,2018,,SULLIVAN,,,CHARLESTOWN,45541,YES,NO,"nan,CHARLESTOWN,SULLIVAN, USA",43.238147,-72.4248232
16,5,2018,,SULLIVAN,,,CHARLESTOWN,47198,YES,NO,"nan,CHARLESTOWN,SULLIVAN, USA",43.238147,-72.4248232
4,5,2018,,MERRIMACK,,,CHICHESTER,49869,YES,NO,"nan,CHICHESTER,MERRIMACK, USA",43.276992,-71.40704
28,5,2018,,MERRIMACK,,,CHICHESTER,48963,YES,NO,"nan,CHICHESTER,MERRIMACK, USA",43.276992,-71.40704
9,10,2018,,MERRIMACK,,,CHICHESTER,49790,YES,NO,"nan,CHICHESTER,MERRIMACK, USA",43.276992,-71.40704
14,5,2018,,CARROLL,,,CHOCORUA,49917,YES,NO,"nan,CHOCORUA,CARROLL, USA",43.8789622,-71.2197925
23,5,2018,,CARROLL,,,CHOCORUA,49963,YES,NO,"nan,CHOCORUA,CARROLL, USA",43.8789622,-71.2197925
1,6,2018,,SULLIVAN,,,CLAREMONT,49642,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
1,6,2018,,SULLIVAN,,,CLAREMONT,50002,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
1,6,2018,,SULLIVAN,,,CLAREMONT,50003,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
22,6,2018,,SULLIVAN,,,CLAREMONT,50082,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
22,6,2018,,SULLIVAN,,,CLAREMONT,50084,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
22,6,2018,,SULLIVAN,,,CLAREMONT,50085,YES,NO,"nan,CLAREMONT,SULLIVAN, USA",43.3727579,-72.3382504
15,5,2018,,MERRIMACK,,,CONCORD,46829,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
22,5,2018,,MERRIMACK,,,CONCORD,49957,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
30,5,2018,,MERRIMACK,,,CONCORD,49362,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
11,6,2018,,MERRIMACK,,,CONCORD,50048,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
21,6,2018,,MERRIMACK,,,CONCORD,50079,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
11,10,2018,,MERRIMACK,,,CONCORD,49795,YES,NO,"nan,CONCORD,MERRIMACK, USA",43.267125,-71.491805
21,6,2018,,MERRIMACK,,,CONTOOCOOK,50081,YES,NO,"nan,CONTOOCOOK,MERRIMACK, USA",43.267125,-71.491805
27,5,2018,,CARROLL,,,CONWAY,48825,YES,NO,"nan,CONWAY,CARROLL, USA",43.9784926,-71.1205372
7,5,2018,,MERRIMACK,,,DANBURY,45334,YES,NO,"nan,DANBURY,MERRIMACK, USA",43.544885,-71.856352
28,5,2018,,ROCKINGHAM,,,DANVILLE,49975,YES,NO,"nan,DANVILLE,ROCKINGHAM, USA",42.9125877,-71.124504
4,6,2018,,ROCKINGHAM,,,DANVILLE,49655,YES,NO,"nan,DANVILLE,ROCKINGHAM, USA",42.9125877,-71.124504
7,6,2018,,ROCKINGHAM,,,DANVILLE,50033,YES,NO,"nan,DANVILLE,ROCKINGHAM, USA",42.9125877,-71.124504
5,7,2018,,ROCKINGHAM,,,DANVILLE,1184.1,YES,NO,"nan,DANVILLE,ROCKINGHAM, USA",42.9125877,-71.124504
7,3,2018,,ROCKINGHAM,,,DEERFIELD,43277,YES,NO,"nan,DEERFIELD,ROCKINGHAM, USA",43.1301713,-71.238819
15,7,2018,,ROCKINGHAM,,,DEERFIELD,49737,YES,NO,"nan,DEERFIELD,ROCKINGHAM, USA",43.1301713,-71.238819
9,5,2018,,ROCKINGHAM,,,DERRY,49894,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
17,5,2018,,ROCKINGHAM,,,DERRY,47525,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
21,5,2018,,ROCKINGHAM,,,DERRY,49951,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
29,5,2018,,ROCKINGHAM,,,DERRY,49319,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
21,6,2018,,ROCKINGHAM,,,DERRY,49710,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
12,7,2018,,ROCKINGHAM,,,DERRY,50116,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
16,8,2018,,ROCKINGHAM,,,DERRY,49755,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
7,10,2018,,ROCKINGHAM,,,DERRY,49786,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
30,10,2018,,ROCKINGHAM,,,DERRY,49822,YES,NO,"nan,DERRY,ROCKINGHAM, USA",42.890968,-71.307229
18,5,2018,,GRAFTON,,,DORCHESTER,49945,YES,NO,"nan,DORCHESTER,GRAFTON, USA",43.779973,-72.03893
11,3,2018,,STRAFFORD,,,DOVER,43189,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
6,5,2018,,STRAFFORD,,,DOVER,45310,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
9,5,2018,,STRAFFORD,,,DOVER,49896,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
13,5,2018,,STRAFFORD,,,DOVER,49912,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
16,5,2018,,STRAFFORD,,,DOVER,49932,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
22,5,2018,,STRAFFORD,,,DOVER,49956,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
23,5,2018,,STRAFFORD,,,DOVER,49962,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
30,5,2018,,STRAFFORD,,,DOVER,49995,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
14,10,2018,,STRAFFORD,,,DOVER,49801,YES,NO,"nan,DOVER,STRAFFORD, USA",43.16863,-70.871627
26,6,2018,,CHESHIRE,,,DUBLIN,49720,YES,NO,"nan,DUBLIN,CHESHIRE, USA",42.868284,-72.051737
9,7,2018,,CHESHIRE,,,DUBLIN,50113,YES,NO,"nan,DUBLIN,CHESHIRE, USA",42.868284,-72.051737
10,8,2018,,CHESHIRE,,,DUBLIN,49753,YES,NO,"nan,DUBLIN,CHESHIRE, USA",42.868284,-72.051737
11,6,2018,,STRAFFORD,,,DURHAM,49678,YES,NO,"nan,DURHAM,STRAFFORD, USA",43.134564,-70.927048
29,8,2018,,STRAFFORD,,,DURHAM,49763,YES,NO,"nan,DURHAM,STRAFFORD, USA",43.134564,-70.927048
30,8,2018,,STRAFFORD,,,DURHAM,49764,YES,NO,"nan,DURHAM,STRAFFORD, USA",43.134564,-70.927048
2,11,2018,,STRAFFORD,,,DURHAM,49826,YES,NO,"nan,DURHAM,STRAFFORD, USA",43.134564,-70.927048
27,2,2018,,ROCKINGHAM,,,EAST KINGSTON,42961,YES,NO,"nan,EAST KINGSTON,ROCKINGHAM, USA",42.925644,-71.0167243
12,5,2018,,ROCKINGHAM,,,EAST KINGSTON,46361,YES,NO,"nan,EAST KINGSTON,ROCKINGHAM, USA",42.925644,-71.0167243
18,11,2018,,ROCKINGHAM,,,EAST KINGSTON,49849,YES,NO,"nan,EAST KINGSTON,ROCKINGHAM, USA",42.925644,-71.0167243
24,7,2018,,CARROLL,,,EATON,50128,YES,NO,"nan,EATON,CARROLL, USA",43.9154928,-71.0451337
18,6,2018,,CARROLL,,,EFFINGHAM,50154,YES,NO,"nan,EFFINGHAM,CARROLL, USA",43.761672,-70.997086
12,6,2018,,ROCKINGHAM,,,EPPING,50053,YES,NO,"nan,EPPING,ROCKINGHAM, USA",43.0394461,-71.0730253
29,6,2018,,ROCKINGHAM,,,EPPING,49729,YES,NO,"nan,EPPING,ROCKINGHAM, USA",43.0394461,-71.0730253
1,7,2018,,ROCKINGHAM,,,EPPING,49732,YES,NO,"nan,EPPING,ROCKINGHAM, USA",43.0394461,-71.0730253
27,5,2018,,MERRIMACK,,,EPSOM,49969,YES,NO,"nan,EPSOM,MERRIMACK, USA",43.13502,-71.22575
11,6,2018,,MERRIMACK,,,EPSOM,50045,YES,NO,"nan,EPSOM,MERRIMACK, USA",43.13502,-71.22575
21,5,2018,,,,,ETNA_ME,47987,YES,NO,"nan,ETNA_ME,nan, USA",44.8160228,-69.1168303
1,8,2018,,,,,ETNA_ME,50138,YES,NO,"nan,ETNA_ME,nan, USA",44.8160228,-69.1168303
31,8,2018,,,,,ETNA_ME,49765,YES,NO,"nan,ETNA_ME,nan, USA",44.8160228,-69.1168303
2,4,2018,,ROCKINGHAM,,,EXETER,43493,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
30,4,2018,,ROCKINGHAM,,,EXETER,49861,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
9,5,2018,,ROCKINGHAM,,,EXETER,45922,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
14,5,2018,,ROCKINGHAM,,,EXETER,49916,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
17,5,2018,,ROCKINGHAM,,,EXETER,48404,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
1,6,2018,,ROCKINGHAM,,,EXETER,49643,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
4,10,2018,,ROCKINGHAM,,,EXETER,49782,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
13,11,2018,,ROCKINGHAM,,,EXETER,49846,YES,NO,"nan,EXETER,ROCKINGHAM, USA",42.981477,-70.9478343
29,5,2018,,STRAFFORD,,,FARMINGTON,49359,YES,NO,"nan,FARMINGTON,STRAFFORD, USA",43.331159,-71.113741
29,5,2018,,STRAFFORD,,,FARMINGTON,49980,YES,NO,"nan,FARMINGTON,STRAFFORD, USA",43.331159,-71.113741
5,10,2018,,CHESHIRE,,,FITZWILLIAM,49784,YES,NO,"nan,FITZWILLIAM,CHESHIRE, USA",42.7806288,-72.1455316
30,4,2018,,HILLSBOROUGH,,,FRANCESTOWN,50147,YES,NO,"nan,FRANCESTOWN,HILLSBOROUGH, USA",42.9750697,-71.8688718
3,8,2018,,HILLSBOROUGH,,,FRANCESTOWN,49747,YES,NO,"nan,FRANCESTOWN,HILLSBOROUGH, USA",42.9750697,-71.8688718
17,5,2018,,GRAFTON,,,FRANCONIA,47660,YES,NO,"nan,FRANCONIA,GRAFTON, USA",44.2222128,-71.7471157
8,6,2018,,CARROLL,,,FREEDOM,49670,YES,NO,"nan,FREEDOM,CARROLL, USA",43.812729,-71.036224
22,6,2018,,CARROLL,,,FREEDOM,50083,YES,NO,"nan,FREEDOM,CARROLL, USA",43.812729,-71.036224
1,8,2018,,CARROLL,,,FREEDOM,50137,YES,NO,"nan,FREEDOM,CARROLL, USA",43.812729,-71.036224
24,6,2018,,ROCKINGHAM,,,FREMONT,49713,YES,NO,"nan,FREMONT,ROCKINGHAM, USA",42.9909194,-71.1425606
30,5,2018,,BELKNAP,,,GILFORD,49993,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
3,6,2018,,BELKNAP,,,GILFORD,50012,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
28,7,2018,,BELKNAP,,,GILFORD,49746,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
19,9,2018,,BELKNAP,,,GILFORD,49770,YES,NO,"nan,GILFORD,BELKNAP, USA",43.536673,-71.396057
6,7,2018,,BELKNAP,,,GILMANTON IRON WORKS,50106,YES,NO,"nan,GILMANTON IRON WORKS,BELKNAP, USA",43.432018,-71.325807
23,2,2018,,HILLSBOROUGH,,,GOFFSTOWN,42850,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
27,4,2018,,HILLSBOROUGH,,,GOFFSTOWN,44453,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
16,5,2018,,HILLSBOROUGH,,,GOFFSTOWN,47205,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
23,7,2018,,HILLSBOROUGH,,,GOFFSTOWN,50125,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
25,7,2018,,HILLSBOROUGH,,,GOFFSTOWN,50129,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
19,9,2018,,HILLSBOROUGH,,,GOFFSTOWN,49771,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
1,11,2018,,HILLSBOROUGH,,,GOFFSTOWN,49825,YES,NO,"nan,GOFFSTOWN,HILLSBOROUGH, USA",43.05093692,-71.57714695
22,10,2018,,SULLIVAN,,,GOSHEN,49813,YES,NO,"nan,GOSHEN,SULLIVAN, USA",43.296228,-72.114824
19,5,2018,,SULLIVAN,,,GRANTHAM,47616,YES,NO,"nan,GRANTHAM,SULLIVAN, USA",43.456713,-72.116794
27,7,2018,,SULLIVAN,,,GRANTHAM,49745,YES,NO,"nan,GRANTHAM,SULLIVAN, USA",43.456713,-72.116794
22,5,2018,,HILLSBOROUGH,,,GREENFIELD,49961,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
28,5,2018,,HILLSBOROUGH,,,GREENFIELD,910.1,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
4,6,2018,,HILLSBOROUGH,,,GREENFIELD,50018,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
14,6,2018,,HILLSBOROUGH,,,GREENFIELD,49685,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
3,7,2018,,HILLSBOROUGH,,,GREENFIELD,50101,YES,NO,"nan,GREENFIELD,HILLSBOROUGH, USA",42.9506384,-71.8723003
25,5,2018,,ROCKINGHAM,,,GREENLAND,49967,YES,NO,"nan,GREENLAND,ROCKINGHAM, USA",43.0361995,-70.8328322
7,8,2018,,ROCKINGHAM,,,GREENLAND,50142,YES,NO,"nan,GREENLAND,ROCKINGHAM, USA",43.0361995,-70.8328322
10,5,2018,,ROCKINGHAM,,,HAMPSTEAD,49899,YES,NO,"nan,HAMPSTEAD,ROCKINGHAM, USA",42.8745323,-71.1811714
31,7,2018,,ROCKINGHAM,,,HAMPSTEAD,50136,YES,NO,"nan,HAMPSTEAD,ROCKINGHAM, USA",42.8745323,-71.1811714
11,10,2018,,ROCKINGHAM,,,HAMPSTEAD,49797,YES,NO,"nan,HAMPSTEAD,ROCKINGHAM, USA",42.8745323,-71.1811714
7,7,2018,,ROCKINGHAM,,,HAMPTON,50108,YES,NO,"nan,HAMPTON,ROCKINGHAM, USA",43.59671,-71.71507
1,5,2018,,HILLSBOROUGH,,,HANCOCK,44780,YES,NO,"nan,HANCOCK,HILLSBOROUGH, USA",42.9732352,-71.9798327
24,6,2018,,HILLSBOROUGH,,,HANCOCK,50087,YES,NO,"nan,HANCOCK,HILLSBOROUGH, USA",42.9732352,-71.9798327
26,6,2018,,HILLSBOROUGH,,,HANCOCK,49721,YES,NO,"nan,HANCOCK,HILLSBOROUGH, USA",42.9732352,-71.9798327
